ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,lat_id,lng_id
A-1838797,2,2020-12-20 07:25:00,2020-12-20 09:22:18,24.644942,-81.567075,0.069,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2020-12-20 07:53:00,73.0,73.0,87.0,30.05,10.0,SE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24644,-81567
A-1473473,2,2021-03-03 09:46:00,2021-03-03 11:01:41,24.645493,-81.56616700000002,0.069,Summerland Key,Monroe,FL,33042-3681,US/Eastern,KNQX,2021-03-03 09:53:00,80.0,80.0,71.0,30.0,10.0,SW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24645,-81566
A-1663083,2,2021-02-08 18:37:00,2021-02-08 20:57:42,24.645493,-81.56616700000002,0.069,Summerland Key,Monroe,FL,33042-3681,US/Eastern,KNQX,2021-02-08 18:53:00,76.0,76.0,91.0,30.08,10.0,E,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24645,-81566
A-2722780,4,2017-12-25 15:13:19,2017-12-25 21:13:19,24.64553,-81.56617,0.0,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2017-12-25 14:53:00,79.0,,66.0,30.13,10.0,NNE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24645,-81566
A-1817857,2,2020-10-12 21:32:30,2020-10-12 22:26:30,24.646915,-81.563862,2.199,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2020-10-12 21:53:00,86.0,86.0,74.0,29.94,10.0,NNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24646,-81563
A-1946232,2,2020-10-12 20:02:00,2020-10-12 23:17:37,24.646915,-81.563862,2.199,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2020-10-12 19:53:00,87.0,87.0,69.0,29.93,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24646,-81563
A-2597064,4,2018-10-22 10:54:45,2018-10-22 11:24:28,24.648008,-81.329784,0.546,Big Pine Key,Monroe,FL,33043-3519,US/Eastern,KMTH,2018-10-22 10:53:00,84.0,,65.0,30.09,10.0,ENE,13.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24648,-81329
A-2597065,4,2018-10-22 14:54:45,2018-10-22 15:24:28,24.648788,-81.32113299999997,0.5539999999999999,Lower Keys,Monroe,FL,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24648,-81321
A-1535694,2,2021-02-08 18:25:00,2021-02-08 19:29:00,24.650504,-81.555053,0.847,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-02-08 18:53:00,76.0,76.0,91.0,30.08,10.0,E,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24650,-81555
A-2499564,4,2019-03-06 12:17:25,2019-03-06 12:47:06,24.652892,-81.334887,0.346,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2019-03-06 11:53:00,,,,30.27,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24652,-81334
A-430128,2,2021-11-21 08:20:00.000000000,2021-11-21 09:55:44.000000000,24.655365,-81.299493,0.228,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-11-21 07:53:00,76.0,76.0,91.0,30.01,10.0,E,8.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24655,-81299
A-1346659,2,2021-11-21 08:20:00,2021-11-21 09:35:44,24.655365,-81.299493,0.228,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-11-21 07:53:00,76.0,76.0,91.0,30.01,10.0,E,8.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24655,-81299
A-1645323,4,2021-01-15 22:50:00,2021-01-16 00:11:16,24.655519,-81.298817,1.617,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-01-15 22:53:00,71.0,71.0,90.0,29.91,10.0,SSW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24655,-81298
A-1701758,2,2021-01-31 03:49:00,2021-01-31 05:04:54,24.655519,-81.298817,1.617,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-01-31 03:53:00,71.0,71.0,70.0,30.06,10.0,SE,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24655,-81298
A-395894,2,2021-10-07 19:59:00,2021-10-07 21:14:49,24.657493,-81.530817,2.199,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-10-07 19:53:00,86.0,86.0,72.0,29.98,10.0,E,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,24657,-81530
A-663766,2,2021-05-05 21:21:00,2021-05-05 22:22:30,24.65749,-81.530839,0.629,Summerland Key,Monroe,FL,33042-3166,US/Eastern,KNQX,2021-05-05 20:53:00,80.0,80.0,76.0,30.01,10.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,24657,-81530
A-1744083,2,2020-11-08 02:39:00,2020-11-08 05:14:07,24.657493,-81.530817,2.199,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,24657,-81530
A-1953855,4,2020-11-08 02:39:00,2020-11-08 03:54:06,24.657493,-81.530817,2.199,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,24657,-81530
A-1971501,2,2020-11-08 02:39:00,2020-11-08 06:14:08,24.657493,-81.530817,2.199,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,24657,-81530
A-1038573,2,2021-05-05 21:15:00,2021-05-05 23:01:27,24.659878,-81.52269,0.091,Summerland Key,Monroe,FL,33042-3101,US/Eastern,KNQX,2021-05-05 20:53:00,80.0,80.0,76.0,30.01,10.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,24659,-81522
A-1401195,2,2021-05-05 21:15:00.000000000,2021-05-05 22:41:27.000000000,24.659878,-81.52269,0.091,Summerland Key,Monroe,FL,33042-3101,US/Eastern,KNQX,2021-05-05 20:53:00,80.0,80.0,76.0,30.01,10.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,24659,-81522
A-565216,2,2021-11-23 12:11:30,2021-11-23 14:03:30,24.659962,-81.41793,2.46,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-11-23 11:53:00,74.0,74.0,57.0,30.03,10.0,N,24.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24659,-81417
A-2648851,2,2018-06-28 13:25:46,2018-06-28 19:25:46,24.6598,-81.276512,0.0,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2018-06-28 13:40:00,87.1,,67.0,30.07,10.0,ESE,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24659,-81276
A-1831772,2,2020-10-19 08:24:00,2020-10-20 11:59:04,24.660327,-81.521321,0.172,Summerland Key,Monroe,FL,33042-3101,US/Eastern,KNQX,2020-10-19 08:53:00,84.0,84.0,74.0,29.89,10.0,ENE,8.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,24660,-81521
A-749512,2,2021-05-20 20:37:23,2021-05-20 21:41:21,24.660531,-81.42836899999998,1.24,Lower Keys,Monroe,FL,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24660,-81428
A-602632,2,2021-11-23 17:11:30,2021-11-23 18:29:30,24.660201,-81.422878,2.199,Lower Keys,Monroe,FL,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24660,-81422
A-521921,2,2021-12-22 15:12:00,2021-12-22 16:36:34,24.660821,-81.413067,0.113,Summerland Key,Monroe,FL,33042-5345,US/Eastern,KNQX,2021-12-22 14:53:00,74.0,74.0,68.0,29.94,10.0,NNW,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24660,-81413
A-889413,2,2021-06-08 19:19:00,2021-06-08 20:37:25,24.660821,-81.413067,0.113,Summerland Key,Monroe,FL,33042-5345,US/Eastern,KNQX,2021-06-08 18:53:00,84.0,84.0,69.0,30.05,10.0,E,17.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24660,-81413
A-558977,2,2021-11-21 08:37:00,2021-11-21 08:57:00,24.660497,-81.273647,1.621,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-11-21 08:53:00,76.0,76.0,87.0,30.02,10.0,ENE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24660,-81273
A-2346310,4,2020-02-19 09:33:05,2020-02-19 10:00:57,24.66107,-81.519049,0.284,Summerland Key,Monroe,FL,33042-3100,US/Eastern,KNQX,2020-02-19 09:53:00,84.0,84.0,67.0,30.16,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24661,-81519
A-2346313,4,2020-02-19 10:22:34,2020-02-19 10:50:03,24.66107,-81.519049,0.284,Summerland Key,Monroe,FL,33042-3100,US/Eastern,KNQX,2020-02-19 09:53:00,84.0,84.0,67.0,30.16,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24661,-81519
A-234091,2,2021-12-22 15:28:51.000000000,2021-12-22 16:57:03.000000000,24.661749,-81.45109599999998,2.3680000000000003,Summerland Key,Monroe,FL,33042-4612,US/Eastern,KNQX,2021-12-22 15:53:00,74.0,74.0,64.0,29.94,10.0,N,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24661,-81451
A-2778715,4,2019-04-16 10:24:28,2019-04-16 10:53:27,24.661792,-81.45172099999998,0.2319999999999999,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2019-04-16 10:53:00,83.0,83.0,63.0,30.11,10.0,ENE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24661,-81451
A-2536034,4,2019-01-10 15:59:31,2019-01-10 16:29:04,24.661744,-81.45076800000002,0.4579999999999999,Summerland Key,Monroe,FL,33042-4611,US/Eastern,KNQX,2019-01-10 15:53:00,64.9,,61.0,30.05,10.0,NNW,16.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24661,-81450
A-1299810,2,2021-12-22 15:01:22.000000000,2021-12-22 16:23:49.000000000,24.66109800000001,-81.439815,1.6740000000000002,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-12-22 14:53:00,74.0,74.0,68.0,29.94,10.0,NNW,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24661,-81439
A-1437165,2,2021-11-21 19:00:00.000000000,2021-11-21 20:15:51.000000000,24.661196,-81.411316,0.113,Summerland Key,Monroe,FL,33042-5345,US/Eastern,KNQX,2021-11-21 18:53:00,80.0,80.0,79.0,29.96,10.0,ENE,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24661,-81411
A-1802123,2,2020-11-28 20:12:00,2020-11-28 22:27:30,24.661196,-81.411316,0.113,Summerland Key,Monroe,FL,33042-5345,US/Eastern,KNQX,2020-11-28 19:53:00,76.0,76.0,76.0,30.02,10.0,NE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24661,-81411
A-1790719,2,2020-10-12 22:37:00,2020-10-12 23:52:38,24.66159,-81.270482,0.214,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2020-10-12 22:53:00,83.0,83.0,79.0,29.95,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24661,-81270
A-2346314,4,2020-02-19 10:22:34,2020-02-19 10:50:03,24.66233,-81.51474,0.284,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2020-02-19 09:53:00,84.0,84.0,67.0,30.16,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24662,-81514
A-928336,2,2021-09-15 07:20:30,2021-09-15 08:26:00,24.66279500000001,-81.467063,1.229,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-09-15 06:53:00,85.0,85.0,72.0,29.89,10.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24662,-81467
A-1662753,2,2021-02-03 04:29:00,2021-02-03 05:19:30,24.66279500000001,-81.467063,0.581,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-02-03 04:53:00,60.0,60.0,72.0,30.02,10.0,NNW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24662,-81467
A-1919046,2,2020-12-08 16:42:07,2020-12-08 17:26:30,24.66279500000001,-81.467063,0.474,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2020-12-08 16:53:00,64.0,64.0,72.0,30.06,10.0,NNW,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24662,-81467
A-1556096,2,2021-02-03 11:53:00,2021-02-03 14:55:00,24.662623,-81.464053,0.391,Lower Keys,Monroe,FL,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24662,-81464
A-1595018,2,2021-02-17 17:09:00,2021-02-17 18:24:48,24.662267,-81.459704,0.1169999999999999,Summerland Key,Monroe,FL,33042-4801,US/Eastern,KNQX,2021-02-17 16:53:00,80.0,80.0,81.0,29.98,10.0,ESE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,24662,-81459
A-243441,2,2021-11-23 12:15:00,2021-11-23 13:30:58,24.662138,-81.457841,0.121,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-11-23 11:53:00,74.0,74.0,57.0,30.03,10.0,N,24.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24662,-81457
A-1589782,2,2021-02-17 15:54:00,2021-02-17 17:29:49,24.662138,-81.457841,0.121,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-02-17 15:53:00,81.0,81.0,79.0,29.99,10.0,SE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24662,-81457
A-2590684,4,2018-10-09 07:14:25,2018-10-09 07:43:52,24.662093,-81.407257,0.051,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2018-10-09 06:53:00,82.9,,79.0,29.81,10.0,SE,18.4,,Overcast,True,False,False,False,False,False,False,False,False,True,False,False,False,Night,24662,-81407
A-2838381,2,2019-08-09 15:03:33,2019-08-09 15:30:55,24.662062,-81.40740600000002,0.244,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2019-08-09 14:53:00,90.0,90.0,63.0,30.0,10.0,NW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,24662,-81407
A-248336,2,2021-08-10 12:11:00.000000000,2021-08-10 14:31:09.000000000,24.662509,-81.268118,0.895,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-08-10 11:53:00,90.0,90.0,63.0,30.12,10.0,E,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24662,-81268
A-421262,2,2021-10-30 08:28:30,2021-10-30 08:54:00,24.66245,-81.268261,1.4480000000000002,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-10-30 08:53:00,79.0,,64.0,29.8,8.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24662,-81268
A-992182,4,2021-10-30 06:50:00,2021-10-30 08:10:49,24.662509,-81.268118,0.934,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-10-30 06:53:00,78.0,78.0,62.0,29.76,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24662,-81268
A-1181160,2,2021-10-30 07:16:00,2021-10-30 07:36:30,24.662509,-81.268118,0.895,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-10-30 06:53:00,78.0,78.0,62.0,29.76,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24662,-81268
A-2739932,4,2017-10-11 06:43:52,2017-10-11 12:43:52,24.66339,-81.47913,15.943,Summerland Key,Monroe,FL,33042-4222,US/Eastern,KNQX,2017-10-11 06:53:00,80.1,,90.0,29.93,10.0,NE,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24663,-81479
A-2743571,4,2017-10-20 13:52:09,2017-10-20 19:52:09,24.66339,-81.47901999999998,0.0069999999999999,Summerland Key,Monroe,FL,33042-4222,US/Eastern,KNQX,2017-10-20 13:53:00,84.9,,82.0,29.98,10.0,East,17.3,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24663,-81479
A-2744635,4,2017-10-24 10:23:37,2017-10-24 16:23:37,24.66339,-81.47901999999998,0.0069999999999999,Summerland Key,Monroe,FL,33042-4222,US/Eastern,KNQX,2017-10-24 09:53:00,84.0,,85.0,29.93,10.0,South,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24663,-81479
A-2745523,4,2017-10-26 05:51:30,2017-10-26 11:51:30,24.66339,-81.47913,15.943,Summerland Key,Monroe,FL,33042-4222,US/Eastern,KNQX,2017-10-26 05:53:00,72.0,,66.0,29.96,10.0,North,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24663,-81479
A-2765083,4,2017-08-15 09:09:45,2017-08-15 15:09:45,24.66339,-81.47901999999998,0.0069999999999999,Summerland Key,Monroe,FL,33042-4222,US/Eastern,KNQX,2017-08-15 08:53:00,86.0,,77.0,30.02,10.0,SE,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24663,-81479
A-1293188,2,2021-08-11 13:06:00,2021-08-11 15:01:25,24.663037,-81.473552,0.093,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-08-11 12:53:00,94.0,94.0,56.0,30.1,10.0,ESE,16.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,24663,-81473
A-1856314,2,2020-12-08 16:48:00,2020-12-08 18:30:14,24.663037,-81.473552,0.066,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2020-12-08 16:53:00,64.0,64.0,72.0,30.06,10.0,NNW,15.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,24663,-81473
A-1198823,2,2021-09-15 07:17:00,2021-09-15 08:32:58,24.664507,-81.48689399999998,0.316,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-09-15 06:53:00,85.0,85.0,72.0,29.89,10.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24664,-81486
A-2574937,4,2018-11-12 17:09:26,2018-11-12 17:39:07,24.665002,-81.505114,0.096,Summerland Key,Monroe,FL,33042-3172,US/Eastern,KNQX,2018-11-12 14:53:00,86.0,,63.0,29.98,10.0,ESE,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24665,-81505
A-2481877,4,2019-09-03 12:35:44,2019-09-03 13:05:40,24.66576,-81.502501,0.165,Summerland Key,Monroe,FL,33042-4111,US/Eastern,KNQX,2019-09-03 12:55:00,85.0,85.0,77.0,29.8,2.0,NW,22.0,0.01,Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24665,-81502
A-1898905,2,2020-12-24 21:28:00,2020-12-24 23:38:36,24.665366,-81.49184100000002,0.316,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2020-12-24 21:53:00,75.0,75.0,96.0,29.98,8.0,SW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24665,-81491
A-842367,2,2021-12-30 14:26:33.000000000,2021-12-30 14:58:10.000000000,24.665089,-81.340273,1.254,Big Pine Key,Monroe,FL,33043-3428,US/Eastern,KMTH,2021-12-30 14:53:00,83.0,83.0,74.0,30.03,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24665,-81340
A-337767,2,2021-08-02 13:57:00.000000000,2021-08-02 15:32:09.000000000,24.668876,-81.375251,0.255,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-08-02 13:53:00,93.0,93.0,56.0,30.05,10.0,SSE,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24668,-81375
A-458788,2,2021-09-12 06:16:00,2021-09-12 07:31:54,24.668394,-81.254729,0.934,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-09-12 05:53:00,83.0,83.0,82.0,30.06,10.0,E,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24668,-81254
A-393443,2,2021-05-16 21:18:00,2021-05-16 23:21:00,24.669831,-81.368275,1.932,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-05-16 20:53:00,80.0,80.0,58.0,30.05,10.0,E,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24669,-81368
A-1061362,2,2021-09-30 07:36:00,2021-09-30 08:51:30,24.669779,-81.36509699999998,0.114,Big Pine Key,Monroe,FL,33043-3319,US/Eastern,KMTH,2021-09-30 07:53:00,79.0,79.0,79.0,29.95,10.0,NE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24669,-81365
A-1763858,2,2020-11-12 20:27:00,2020-11-12 22:02:30,24.669779,-81.36509699999998,0.114,Big Pine Key,Monroe,FL,33043-3319,US/Eastern,KMTH,2020-11-12 20:53:00,81.0,81.0,88.0,29.94,10.0,SE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24669,-81365
A-786599,2,2021-12-30 14:26:00,2021-12-30 15:41:27,24.66974,-81.36328,0.114,Big Pine Key,Monroe,FL,33043-3362,US/Eastern,KMTH,2021-12-30 14:53:00,83.0,83.0,74.0,30.03,10.0,SE,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,24669,-81363
A-1552214,2,2021-02-04 21:01:00,2021-02-04 23:16:40,24.66974,-81.36328,0.114,Big Pine Key,Monroe,FL,33043-3362,US/Eastern,KMTH,2021-02-04 20:53:00,61.0,61.0,83.0,30.05,10.0,NNE,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,24669,-81363
A-2464955,4,2019-09-17 12:50:16,2019-09-17 13:20:16,24.669717,-81.3594,0.195,Big Pine Key,Monroe,FL,33043-3412,US/Eastern,KMTH,2019-09-17 12:53:00,90.0,90.0,59.0,29.95,10.0,NW,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,24669,-81359
A-294905,2,2021-12-30 16:11:53,2021-12-30 16:31:53,24.669539,-81.349603,0.421,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-12-30 15:53:00,81.0,81.0,79.0,30.02,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24669,-81349
A-448211,2,2021-10-16 15:04:00,2021-10-16 16:19:45,24.669539,-81.349603,0.099,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-10-16 14:53:00,86.0,86.0,61.0,29.9,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24669,-81349
A-2347514,4,2020-02-20 15:51:52,2020-02-20 16:19:02,24.66955,-81.34955,0.092,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2020-02-20 15:53:00,84.0,84.0,67.0,30.0,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24669,-81349
A-1369288,2,2021-03-05 16:22:00,2021-03-05 18:42:22,24.669511,-81.348029,0.099,Big Pine Key,Monroe,FL,33043-4571,US/Eastern,KMTH,2021-03-05 15:53:00,76.0,76.0,42.0,29.92,10.0,NE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24669,-81348
A-2347513,4,2020-02-20 15:51:52,2020-02-20 16:19:02,24.66951,-81.34808000000002,0.092,Big Pine Key,Monroe,FL,33043-3404,US/Eastern,KMTH,2020-02-20 15:53:00,84.0,84.0,67.0,30.0,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,24669,-81348
A-715109,2,2021-11-04 16:30:47,2021-11-04 16:55:02,24.671441,-81.247447,8.198,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-11-04 16:53:00,77.0,77.0,90.0,29.92,10.0,SSE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24671,-81247
A-927360,2,2021-07-27 15:47:48,2021-07-27 18:06:10,24.671441,-81.247447,8.198,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-07-27 15:53:00,89.0,89.0,70.0,29.99,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24671,-81247
A-276187,2,2021-08-17 00:19:00,2021-08-17 01:59:43,24.68159,-81.230646,6.99,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-08-17 00:53:00,83.0,83.0,85.0,29.95,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24681,-81230
A-480163,2,2021-07-28 00:30:00,2021-07-28 02:14:35,24.68159,-81.230646,6.99,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-07-28 00:53:00,83.0,83.0,79.0,30.03,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24681,-81230
A-544150,2,2021-11-04 16:17:00,2021-11-04 17:32:44,24.68159,-81.230646,6.99,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-11-04 16:07:00,76.0,76.0,97.0,29.93,8.0,S,3.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24681,-81230
A-1658176,4,2021-01-29 06:34:00,2021-01-29 09:12:05,24.68159,-81.230646,6.99,Big Pine Key,Monroe,FL,33043,US/Eastern,KMTH,2021-01-29 06:53:00,58.0,58.0,84.0,30.18,10.0,NNE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24681,-81230
